TransactionID,Date,Year,Quarter,Month,Week,Day,State,City,ZipCode,Gender,AgeCat,AgentSince,Position,LotArea,Bedrooms,Bathrooms,Kitchens,Floors,ParkingArea,BuiltSince,Condition,ListingType,NumVisits,MaintenanceExp,AskedAmount,TransactionValue,CommissionRate,CommissionValue,NegotiationDays,ClosingDays
880,2023-06-06,2023,2,6,23,6,California,San Bernardino,92415,Male,Senior,1,Listing Coordinator,3514,4,4,2,2,48,70,Average,Sale,2,12753,795396.0,37722.0,3.4,3684.0,117,206
881,2023-02-13,2023,1,2,7,13,Arizona,Peoria,85383,Female,Adult,2,Leasing Consultant,4337,5,5,2,2,90,7,Excellent,Rental,0,16951,58937.0,43700.0,4.4,23642.0,0,1263
882,2023-03-13,2023,1,3,11,13,New York,Jamaica,11407,Female,Adult,1,Leasing Consultant,603,1,1,1,1,71,73,Excellent,Rental,0,0,807831.0,31228.0,4.7,24290.0,0,90
883,2022-12-19,2022,4,12,51,19,Virginia,Richmond,23203,Male,Adult,1,Leasing Consultant,1419,3,3,1,1,281,28,Excellent,Sale,0,2037,396611.0,15202.0,3.3,39089.0,0,1165
884,2023-11-20,2023,4,11,47,20,Maryland,Silver Spring,20910,Male,Middle Aged,2,Listing Coordinator,1999,3,3,2,1,240,44,Poor,Rental,1,0,552887.0,48341.0,4.4,41311.0,76,134
885,2022-01-12,2022,1,1,2,12,New York,Brooklyn,11231,Male,Adult,5,Leasing Consultant,2715,4,4,2,1,214,68,Average,Rental,2,2845,682312.0,31365.0,4.7,20914.0,109,872
886,2023-12-30,2023,4,12,52,30,Nevada,Reno,89550,Male,Senior,5,Broker Associate,3541,4,4,2,2,49,26,Poor,Rental,1,0,365695.0,51530.0,5.5,4658.0,83,1668
887,2021-01-27,2021,1,1,4,27,Texas,Dallas,75236,Female,Middle Aged,1,Listing Coordinator,1712,3,3,2,1,108,40,Average,Rental,0,5540,510797.0,61399.0,2.8,12914.0,0,0
888,2021-05-10,2021,2,5,19,10,Oklahoma,Oklahoma City,73190,Male,Middle Aged,5,Broker Associate,4754,6,6,3,2,539,30,Poor,Sale,0,0,242466.0,28808.0,5.0,3930.0,0,0
889,2023-04-30,2023,2,4,18,30,Nevada,Las Vegas,89160,Male,Senior,2,Broker Associate,2869,4,4,2,1,309,66,Average,Sale,1,5390,113980.0,36676.0,4.2,10530.0,128,1486
890,2023-01-22,2023,1,1,4,22,Wisconsin,Green Bay,54305,Female,Senior,3,Real Estate Agent,538,1,1,1,1,85,73,Average,Sale,2,0,872689.0,58745.0,2.9,38204.0,67,1395
891,2023-06-20,2023,2,6,25,20,Virginia,Norfolk,23551,Female,Adult,3,Listing Coordinator,3952,5,5,2,2,450,15,Average,Rental,1,4093,232530.0,37422.0,4.4,6419.0,88,61
892,2023-06-09,2023,2,6,23,9,Arkansas,North Little Rock,53793,Female,Adult,1,Real Estate Agent,957,1,1,1,1,72,2,Poor,Sale,0,6534,517224.0,19177.0,4.8,13995.0,0,1332
893,2023-09-18,2023,3,9,38,18,New York,New York City,10014,Male,Adult,4,Property Manager,1455,3,3,1,1,48,22,Average,Sale,0,0,39361.0,36826.0,5.0,1305.0,0,0
894,2022-03-30,2022,1,3,13,30,South Carolina,Columbia,29240,Male,Middle Aged,3,Leasing Consultant,4734,6,6,3,2,416,37,Average,Sale,1,0,201352.0,47233.0,4.5,3036.0,99,0
895,2022-10-15,2022,4,10,42,15,Pennsylvania,Philadelphia,19151,Female,Senior,5,Real Estate Agent,4685,6,6,3,2,401,54,Excellent,Sale,2,2753,906056.0,31742.0,2.4,1106.0,21,907
896,2023-12-18,2023,4,12,51,18,Massachusetts,Boston,17626,Male,Adult,5,Leasing Consultant,1368,2,2,1,1,146,20,Average,Rental,0,3027,127671.0,18797.0,4.1,21819.0,0,1632
897,2023-08-17,2023,3,8,33,17,Nebraska,Omaha,68144,Male,Adult,4,Real Estate Agent,1270,2,2,1,1,174,56,Excellent,Sale,0,1748,552705.0,72099.0,3.9,5436.0,0,184
898,2021-01-14,2021,1,1,2,14,Oklahoma,Edmond,72245,Male,Adult,2,Leasing Consultant,4756,6,6,3,2,390,72,Excellent,Sale,1,8257,937712.0,20376.0,5.6,41528.0,55,477
899,2023-02-24,2023,1,2,8,24,Missouri,Springfield,65810,Male,Adult,3,Broker Associate,3471,4,4,2,2,318,29,Excellent,Sale,0,5447,88005.0,69115.0,4.6,13454.0,0,126
900,2021-07-24,2021,3,7,30,24,New York,Brooklyn,11210,Male,Adult,3,Listing Coordinator,1534,3,3,2,1,179,25,Excellent,Sale,1,1057,987132.0,27569.0,3.4,20379.0,146,0
901,2021-03-22,2021,1,3,12,22,Nebraska,Omaha,68105,Female,Middle Aged,2,Real Estate Agent,2972,4,4,2,1,462,34,Poor,Sale,1,3565,710178.0,22198.0,88.36832147040275,19616.0,110,0
902,2023-11-11,2023,4,11,45,11,California,Los Angeles,90040,Female,Middle Aged,3,Real Estate Agent,4668,6,6,3,2,109,65,Average,Rental,0,8034,503914.0,29497.0,2.3,22319.0,0,351
903,2022-04-04,2022,2,4,14,4,Iowa,Cedar Rapids,52410,Female,Middle Aged,3,Listing Coordinator,2816,4,4,2,1,231,35,Excellent,Sale,1,2009,272109.0,26977.0,3.7,17911.0,97,0
904,2021-12-10,2021,4,12,50,10,New York,Schenectady,12325,Male,Middle Aged,5,Listing Coordinator,4341,5,5,2,2,218,14,Excellent,Sale,1,8329,822403.0,48326.0,2.3,28096.0,147,504
905,2023-08-15,2023,3,8,33,15,Florida,Brooksville,34605,Male,Middle Aged,1,Listing Coordinator,3997,5,5,2,2,386,21,Poor,Rental,2,7527,491361.4,39084.0,2.9,37517.0,139,1074
906,2021-06-20,2021,2,6,25,20,Texas,Odessa,79764,Female,Senior,2,Property Manager,3645,5,5,2,2,195,73,Poor,Sale,0,13295,167083.0,29671.0,5.2,30298.0,0,0
907,2021-03-13,2021,1,3,11,13,Florida,Fort Myers,33994,Female,Adult,2,Property Manager,2578,4,4,2,1,265,48,Average,Rental,1,8938,951175.0,51503.0,5.3,24914.0,106,0
908,2022-11-13,2022,4,11,46,13,New York,Brooklyn,11215,Female,Adult,1,Leasing Consultant,2802,4,4,2,1,357,23,Average,Rental,1,8803,901799.0,58344.0,5.8,31428.0,177,313
909,2021-06-30,2021,2,6,26,30,Georgia,Savannah,31405,Male,Adult,4,Broker Associate,4861,6,6,3,2,739,11,Excellent,Rental,1,0,804581.0,15656.0,4.1,33457.0,143,0
910,2022-06-13,2022,2,6,24,13,New York,Syracuse,13217,Female,Adult,4,Broker Associate,3581,4,4,2,2,383,31,Average,Sale,1,0,113755.0,1062279.0697674418,4.3,45678.0,27,0
911,2021-06-08,2021,2,6,23,8,Arizona,Phoenix,85010,Female,Middle Aged,2,Leasing Consultant,3573,4,4,2,2,644,4,Poor,Rental,1,5563,299692.4,33499.0,5.3,15698.0,15,791
912,2022-03-19,2022,1,3,12,19,Utah,Ogden,84403,Female,Middle Aged,2,Listing Coordinator,4881,6,6,3,2,81,35,Poor,Rental,1,5093,954959.0,60312.0,2.4,45490.0,114,22
913,2023-01-14,2023,1,1,2,14,Arkansas,Fort Smith,72905,Female,Middle Aged,4,Leasing Consultant,4958,6,6,3,2,788,18,Excellent,Rental,1,6524,564947.0,54294.0,2.9,26301.0,89,1454
914,2021-05-30,2021,2,5,22,30,Texas,Dallas,75342,Female,Middle Aged,4,Leasing Consultant,3387,4,4,2,2,315,36,Poor,Sale,1,1854,547747.0,58999.0,2.8,9005.0,109,0
915,2022-04-13,2022,2,4,15,13,Alabama,Huntsville,32912,Male,Middle Aged,2,Real Estate Agent,4553,6,6,3,2,209,15,Poor,Rental,1,10383,372298.0,23485.0,5.9,33105.0,55,0
916,2021-08-30,2021,3,8,35,30,Wyoming,Cheyenne,82007,Male,Adult,4,Leasing Consultant,1442,3,3,1,1,112,66,Poor,Sale,0,0,589225.0,51304.0,4.5,37222.0,0,256
917,2023-11-12,2023,4,11,46,12,Iowa,Des Moines,50936,Male,Middle Aged,2,Listing Coordinator,2097,3,3,2,1,260,6,Average,Sale,0,7533,297305.0,73462.0,2.1,11177.0,0,761
918,2021-09-12,2021,3,9,37,12,California,Riverside,92505,Female,Adult,5,Broker Associate,1960,3,3,2,1,127,10,Excellent,Sale,1,6992,984109.0,21245.0,4.2,6323.0,121,546
919,2023-03-30,2023,1,3,13,30,Maryland,Bowie,20719,Male,Adult,1,Real Estate Agent,2824,4,4,2,1,154,61,Average,Sale,2,9817,72463.0,30639.0,3.9,32431.0,10,182
920,2023-08-11,2023,3,8,32,11,District of Columbia,Washington,20238,Male,Middle Aged,3,Broker Associate,4578,6,6,3,2,297,55,Average,Rental,2,0,697748.0,70781.0,2.2,19876.0,39,26
921,2021-10-17,2021,4,10,42,17,Florida,Lakeland,33811,Female,Middle Aged,2,Real Estate Agent,1479,3,3,1,1,96,25,Excellent,Rental,1,9847,438284.0,35064.0,3.7,12470.0,159,0
922,2023-08-16,2023,3,8,33,16,Illinois,Joliet,60435,Female,Adult,3,Broker Associate,3864,5,5,2,2,176,47,Poor,Rental,2,8119,201175.0,52257.0,2.5,3126.0,121,643
923,2023-07-25,2023,3,7,30,25,Missouri,Saint Louis,63131,Female,Adult,4,Property Manager,1693,3,3,2,1,180,32,Poor,Sale,0,3663,848029.0,26981.0,4.7,36886.0,0,138
924,2021-08-18,2021,3,8,33,18,North Carolina,Wilmington,28405,Male,Adult,4,Listing Coordinator,870,1,1,1,1,43,49,Poor,Rental,1,6513,847270.0,72656.0,5.3,41715.0,122,39
925,2022-11-11,2022,4,11,45,11,Illinois,Aurora,60505,Female,Adult,3,Leasing Consultant,1061,2,2,1,1,72,55,Excellent,Rental,0,5261,325539.0,58959.0,4.6,47126.0,0,1152
926,2023-05-02,2023,2,5,18,2,Texas,Lubbock,79405,Male,Adult,4,Real Estate Agent,1172,2,2,1,1,176,42,Poor,Sale,0,8107,482013.0,47813.0,3.9,29224.0,0,694
927,2023-12-05,2023,4,12,49,5,Texas,Lubbock,79405,Male,Adult,1,Listing Coordinator,750,1,1,1,1,101,55,Average,Sale,1,3556,471773.0,60989.0,5.1,47534.0,95,1300
928,2022-06-20,2022,2,6,25,20,Texas,Longview,75605,Male,Middle Aged,5,Broker Associate,3056,4,4,2,2,181,26,Poor,Rental,1,5582,550363.0,44273.0,3.3,25970.0,89,1250
929,2022-01-24,2022,1,1,4,24,California,Sacramento,83683,Female,Middle Aged,4,Listing Coordinator,4781,6,6,3,2,341,33,Poor,Sale,2,0,518101.0,73317.0,2.7,8209.0,82,156
930,2023-02-28,2023,1,2,9,28,Iowa,Des Moines,50330,Female,Middle Aged,1,Listing Coordinator,3570,4,4,2,2,370,10,Average,Sale,2,991,554706.0,48458.0,5.7,15822.0,70,331
931,2022-09-13,2022,3,9,37,13,Florida,Miami,28142,Male,Adult,3,Real Estate Agent,3019,4,4,2,2,599,66,Excellent,Rental,1,0,415720.0,23813.0,3.8,40147.0,41,911
932,2021-01-12,2021,1,1,2,12,West Virginia,Morgantown,26505,Male,Adult,5,Property Manager,3979,5,5,2,2,418,54,Average,Rental,0,9138,454639.6,27183.0,4.4,39302.0,0,200
933,2021-02-22,2021,1,2,8,22,Pennsylvania,Lancaster,17622,Male,Middle Aged,5,Property Manager,3078,4,4,2,2,329,26,Excellent,Rental,0,19402,226459.0,37662.0,2.7,20100.0,0,0
934,2021-02-06,2021,1,2,6,6,Ohio,Youngstown,44511,Male,Middle Aged,2,Listing Coordinator,4682,6,6,3,2,766,53,Poor,Sale,2,0,38023.0,52645.0,35.11824484756387,18488.0,16,0
935,2022-04-02,2022,2,4,14,2,Texas,Dallas,75379,Male,Middle Aged,3,Property Manager,4809,6,6,3,2,454,9,Excellent,Sale,0,0,775964.0,25389.0,5.7,34603.0,0,354
936,2022-02-08,2022,1,2,6,8,Minnesota,Duluth,52660,Male,Adult,5,Broker Associate,2289,3,3,2,1,345,9,Average,Sale,0,1480,636352.0,33245.0,5.8,2227.0,0,0
937,2022-02-12,2022,1,2,7,12,Minnesota,Saint Paul,55188,Male,Senior,1,Listing Coordinator,3432,4,4,2,2,33,8,Average,Rental,2,0,942198.0,176528.30188679247,5.3,9356.0,109,123
938,2021-05-31,2021,2,5,22,31,California,Riverside,86117,Female,Middle Aged,2,Listing Coordinator,3166,4,4,2,2,388,45,Excellent,Rental,2,8008,127154.0,60431.0,4.9,21801.0,72,0
939,2022-03-30,2022,1,3,13,30,California,San Diego,92115,Male,Adult,2,Real Estate Agent,4931,6,6,3,2,418,66,Average,Rental,1,3577,463623.0,70925.0,2.0,17076.0,9,0
940,2022-06-26,2022,2,6,26,26,West Virginia,Charleston,25336,Male,Adult,5,Listing Coordinator,3728,5,5,2,2,513,27,Average,Rental,0,0,424024.0,40723.0,4.2,35212.0,0,0
941,2022-10-24,2022,4,10,43,24,Virginia,Charlottesville,22249,Male,Senior,4,Listing Coordinator,2897,4,4,2,1,211,70,Average,Rental,1,6409,110581.0,54587.0,4.0,13718.0,141,153
942,2022-04-14,2022,2,4,15,14,Florida,Sarasota,34276,Male,Middle Aged,1,Broker Associate,1387,2,2,1,1,112,47,Excellent,Rental,0,5937,898919.0,69843.0,2.9,26051.0,0,869
943,2022-07-16,2022,3,7,29,16,Oregon,Portland,97221,Male,Middle Aged,4,Leasing Consultant,2719,4,4,2,1,414,49,Average,Sale,3,2735,849519.0,45045.0,5.5,16703.0,68,0
944,2021-12-17,2021,4,12,51,17,Wisconsin,Green Bay,54313,Female,Adult,3,Property Manager,1267,2,2,1,1,164,55,Excellent,Sale,2,6853,137837.0,33493.0,5.7,38826.0,81,1017
945,2023-10-02,2023,4,10,40,2,Colorado,Denver,80223,Male,Adult,4,Real Estate Agent,1302,2,2,1,1,77,65,Poor,Sale,0,9223,406141.2,23978.0,3.3,24318.0,0,1518
946,2021-06-10,2021,2,6,23,10,New Jersey,Elizabeth,7208,Female,Senior,1,Broker Associate,3220,4,4,2,2,198,7,Average,Sale,0,9541,523599.0,36036.0,4.0,15325.0,0,843
947,2022-02-09,2022,1,2,6,9,Maryland,Baltimore,21203,Male,Adult,5,Real Estate Agent,3934,5,5,2,2,453,9,Poor,Rental,1,8694,546643.0,53092.0,5.9,5224.0,12,162
948,2023-05-24,2023,2,5,21,24,Missouri,Kansas City,64114,Male,Middle Aged,2,Listing Coordinator,1878,3,3,2,1,39,68,Average,Rental,1,0,914681.0,19171.0,3.9,37581.0,98,154
949,2022-01-30,2022,1,1,5,30,Tennessee,Chattanooga,37405,Male,Senior,5,Listing Coordinator,1633,3,3,2,1,62,47,Poor,Sale,2,4234,314776.0,1190937.5,3.2,38110.0,70,332
950,2023-10-06,2023,4,10,40,6,California,Redwood City,94064,Male,Middle Aged,3,Real Estate Agent,3803,5,5,2,2,668,69,Excellent,Sale,3,8851,595357.0,45696.0,2.2,32881.0,48,584
951,2022-01-13,2022,1,1,2,13,North Carolina,Charlotte,28210,Male,Senior,2,Property Manager,2009,3,3,2,1,38,48,Excellent,Rental,1,0,497698.0,70469.0,3.2,33881.0,118,733
952,2023-07-08,2023,3,7,27,8,Kansas,Shawnee Mission,66220,Female,Senior,4,Leasing Consultant,1234,2,2,1,1,195,8,Excellent,Rental,0,6842,74098.0,32102.0,5.9,7698.0,0,418
953,2023-10-02,2023,4,10,40,2,Texas,Amarillo,79165,Female,Adult,3,Broker Associate,4081,5,5,2,2,633,31,Average,Rental,2,2591,848651.0,36423.0,5.9,32838.0,143,6
954,2023-06-23,2023,2,6,25,23,New York,New York City,10014,Male,Middle Aged,1,Broker Associate,534,1,1,1,1,1,32,Excellent,Sale,0,5598,750587.0,27670.0,3.7,26252.0,0,1355
955,2023-11-04,2023,4,11,44,4,Texas,Wichita Falls,76310,Female,Senior,4,Property Manager,3813,5,5,2,2,354,20,Excellent,Rental,2,7678,222849.0,21343.0,3.6,10247.0,72,1380
956,2023-05-17,2023,2,5,20,17,California,Orange,92867,Female,Adult,1,Listing Coordinator,2658,4,4,2,1,43,10,Average,Sale,3,3646,301291.0,29494.0,3.7,30641.0,32,1471
957,2022-05-26,2022,2,5,21,26,Nevada,Carson City,89706,Female,Adult,5,Leasing Consultant,2604,4,4,2,1,336,40,Excellent,Sale,1,18728,789450.0,32810.0,143.33130143249008,47027.0,95,172
958,2021-07-24,2021,3,7,30,24,Texas,Tyler,75710,Male,Middle Aged,1,Property Manager,4952,6,6,3,2,909,24,Excellent,Rental,2,10303,117655.0,49757.0,4.7,13099.0,45,85
959,2023-11-10,2023,4,11,45,10,Massachusetts,Boston,2114,Male,Middle Aged,2,Real Estate Agent,4272,5,5,2,2,690,38,Excellent,Sale,0,9208,119961.0,71070.0,2.8,25161.0,0,1496
960,2021-01-26,2021,1,1,4,26,California,Sacramento,94286,Female,Adult,4,Property Manager,665,1,1,1,1,38,11,Average,Sale,1,0,601404.6,31283.0,3.7,26323.0,173,0
961,2023-06-15,2023,2,6,24,15,Texas,Houston,77240,Female,Middle Aged,3,Leasing Consultant,4162,5,5,2,2,805,65,Average,Sale,0,0,192327.0,34087.0,4.1,26453.0,0,587
962,2023-05-24,2023,2,5,21,24,Kentucky,Louisville,40256,Male,Adult,2,Property Manager,3328,4,4,2,2,184,51,Excellent,Sale,0,14258,870698.0,19127.0,4.2,34905.0,0,570
963,2023-11-23,2023,4,11,47,23,Florida,Orlando,29105,Male,Middle Aged,3,Broker Associate,1426,3,3,1,1,134,3,Excellent,Sale,1,0,453302.0,26796.0,2.2,37067.0,75,1240
964,2022-07-25,2022,3,7,30,25,California,Fresno,93726,Female,Middle Aged,5,Listing Coordinator,3616,5,5,2,2,538,56,Poor,Sale,1,5118,307673.0,63647.0,4.1,23862.0,67,1010
965,2022-10-13,2022,4,10,41,13,Maryland,Gaithersburg,20883,Male,Middle Aged,5,Property Manager,3986,5,5,2,2,649,20,Poor,Sale,1,0,341668.0,28644.0,4.6,20414.0,57,841
966,2021-05-15,2021,2,5,20,15,Alabama,Montgomery,36125,Male,Senior,4,Real Estate Agent,1538,3,3,2,1,304,31,Excellent,Rental,3,6207,405871.0,65523.0,2.4,14272.0,131,390
967,2022-06-16,2022,2,6,24,16,North Carolina,Charlotte,28225,Female,Middle Aged,1,Leasing Consultant,1308,2,2,1,1,193,73,Poor,Sale,1,7324,747675.0,73180.0,4.9,19278.0,135,462
968,2023-09-06,2023,3,9,36,6,Nevada,Las Vegas,89110,Male,Middle Aged,4,Real Estate Agent,3410,4,4,2,2,53,46,Average,Rental,1,4119,722276.0,1766761.9047619046,2.1,37102.0,65,43
969,2021-09-28,2021,3,9,39,28,Virginia,Norfolk,23551,Male,Senior,4,Broker Associate,1835,3,3,2,1,121,29,Excellent,Rental,0,0,274472.0,72315.0,4.6,26704.0,0,453
970,2022-02-25,2022,1,2,8,25,Kansas,Shawnee Mission,66286,Male,Adult,4,Real Estate Agent,771,1,1,1,1,78,73,Poor,Sale,1,0,793151.0,34541.0,3.8,47458.0,123,0
971,2021-12-05,2021,4,12,49,5,Texas,Wichita Falls,76310,Male,Middle Aged,5,Real Estate Agent,4625,6,6,3,2,432,58,Average,Sale,3,0,607660.0,26694.0,3.8,2902.0,131,679
972,2021-07-13,2021,3,7,28,13,Missouri,Kansas City,64114,Male,Adult,3,Leasing Consultant,4912,6,6,3,2,409,29,Poor,Sale,1,1491,621150.0,70886.0,3.2,23612.0,63,44
973,2021-04-11,2021,2,4,15,11,California,Van Nuys,91406,Male,Adult,4,Leasing Consultant,1947,3,3,2,1,237,6,Excellent,Sale,1,12070,179874.0,40587.0,3.9,16803.0,143,151
974,2022-08-29,2022,3,8,35,29,Florida,Port Charlotte,33954,Female,Middle Aged,1,Leasing Consultant,1846,3,3,2,1,70,21,Poor,Rental,2,8030,970687.0,22605.0,5.4,25304.0,44,0
975,2022-04-10,2022,2,4,15,10,Texas,Odessa,79769,Male,Middle Aged,1,Listing Coordinator,2151,3,3,2,1,397,30,Average,Rental,2,18468,479734.0,18121.0,2.1,40535.0,160,976
976,2023-09-27,2023,3,9,39,27,North Carolina,Charlotte,28215,Female,Senior,5,Broker Associate,4040,5,5,2,2,546,6,Average,Sale,2,3350,305318.0,33140.0,1.7363015641845243,7344.0,145,1006
977,2023-11-29,2023,4,11,48,29,Utah,Ogden,84409,Female,Senior,4,Property Manager,4246,5,5,2,2,447,67,Average,Sale,0,7821,54456.0,56054.0,3.8,12696.0,0,781
978,2023-08-08,2023,3,8,32,8,Minnesota,Minneapolis,55428,Female,Middle Aged,2,Listing Coordinator,4969,6,6,3,2,480,18,Excellent,Rental,2,2681,27269.0,74763.0,2.1,25101.0,136,509
979,2022-12-08,2022,4,12,49,8,Georgia,Atlanta,30340,Female,Middle Aged,3,Broker Associate,4538,6,6,3,2,643,28,Poor,Sale,2,5603,593113.0,29736.0,4.8,44651.0,64,772
980,2022-12-12,2022,4,12,50,12,Texas,San Antonio,78215,Female,Adult,5,Real Estate Agent,1691,3,3,2,1,283,47,Excellent,Rental,2,0,519052.0,224291.66666666663,4.8,10766.0,143,1407
981,2021-06-09,2021,2,6,23,9,Kansas,Topeka,66617,Female,Adult,1,Broker Associate,4576,6,6,3,2,249,18,Average,Sale,1,0,213557.0,68880.0,2.2,47855.0,116,0
982,2021-03-24,2021,1,3,12,24,Florida,West Palm Beach,33411,Male,Senior,5,Leasing Consultant,1451,3,3,1,1,158,44,Excellent,Sale,2,11137,90575.0,43105.0,2.5,11285.0,109,0
983,2021-01-23,2021,1,1,4,23,Virginia,Roanoke,24048,Female,Senior,4,Listing Coordinator,968,1,1,1,1,122,15,Average,Rental,0,0,479249.0,18085.0,7.430925720554739,12463.0,0,0
984,2021-06-04,2021,2,6,23,4,Texas,Dallas,75358,Male,Senior,5,Real Estate Agent,554,1,1,1,1,46,69,Excellent,Sale,1,2305,806688.0,41423.0,3.8,1421.0,174,0
985,2021-10-18,2021,4,10,42,18,California,Santa Rosa,95405,Male,Middle Aged,4,Listing Coordinator,4726,6,6,3,2,114,71,Average,Sale,1,0,822365.0,70219.0,2.2,2569.0,119,0
986,2021-12-22,2021,4,12,51,22,Arizona,Phoenix,85020,Male,Adult,3,Broker Associate,1282,2,2,1,1,184,7,Excellent,Rental,2,3940,193865.0,74005.0,4.9,48717.0,52,549
987,2021-02-23,2021,1,2,8,23,Texas,Austin,78764,Male,Adult,4,Broker Associate,3208,4,4,2,2,239,38,Average,Sale,1,12130,392873.0,32823.0,2.9,34988.0,46,0
988,2021-10-08,2021,4,10,41,8,Michigan,Kalamazoo,49006,Female,Adult,1,Property Manager,3491,4,4,2,2,291,10,Average,Sale,1,5556,756350.0,55710.0,4.3,42939.0,119,0
989,2022-12-17,2022,4,12,51,17,Alaska,Fairbanks,93859,Female,Senior,2,Leasing Consultant,4199,5,5,2,2,744,33,Poor,Sale,0,5265,620470.0,24092.0,2.2,2227.0,0,0
990,2021-01-06,2021,1,1,1,6,Texas,El Paso,88525,Female,Middle Aged,2,Listing Coordinator,939,1,1,1,1,95,20,Average,Rental,1,14921,227687.0,49227.0,2.3,40647.0,75,10
991,2021-01-01,2021,1,1,1,1,Ohio,Cincinnati,45233,Male,Middle Aged,1,Broker Associate,3752,5,5,2,2,146,74,Poor,Rental,3,0,475812.0,48599.0,4.1,17990.0,85,0
992,2021-03-24,2021,1,3,12,24,California,North Hollywood,91616,Male,Adult,1,Real Estate Agent,984,1,1,1,1,6,63,Average,Rental,0,311,915669.0,56710.0,25.7503085875507,14603.0,0,277
993,2022-08-19,2022,3,8,33,19,California,Whittier,90605,Male,Middle Aged,2,Leasing Consultant,4220,5,5,2,2,667,1,Poor,Sale,2,6341,35020.0,690730.7692307691,2.6,17959.0,24,758
994,2022-08-23,2022,3,8,34,23,Texas,San Antonio,78230,Male,Adult,1,Property Manager,2155,3,3,2,1,220,67,Excellent,Sale,2,0,694045.4,44274.0,4.6,14426.0,99,928
995,2022-01-02,2022,1,1,1,2,Nebraska,Omaha,68105,Male,Middle Aged,2,Listing Coordinator,3295,4,4,2,2,175,71,Excellent,Sale,1,3503,988028.0,15705.0,5.6,18943.0,49,62
996,2023-03-20,2023,1,3,12,20,California,Los Angeles,90071,Female,Middle Aged,2,Real Estate Agent,2748,4,4,2,1,25,47,Average,Sale,0,2628,89946.0,69094.0,3.5,24442.0,0,868
997,2023-07-07,2023,3,7,27,7,District of Columbia,Washington,20005,Female,Adult,4,Broker Associate,1837,3,3,2,1,205,37,Poor,Rental,0,9823,639628.0,73828.0,4.1,44279.0,0,46
998,2022-10-08,2022,4,10,41,8,Tennessee,Memphis,38161,Female,Adult,2,Property Manager,984,1,1,1,1,75,73,Average,Rental,1,3153,901299.0,71379.0,3.5,20018.0,67,0
999,2021-02-16,2021,1,2,7,16,Minnesota,Saint Paul,55166,Female,Middle Aged,5,Property Manager,4737,6,6,3,2,588,6,Average,Sale,1,0,887284.0,24705.0,3.6,24231.0,98,0
1000,2022-12-02,2022,4,12,48,2,Texas,Fort Worth,76121,Male,Adult,1,Leasing Consultant,1608,3,3,2,1,303,7,Average,Sale,1,5784,448168.0,21843.0,5.7,30197.0,72,1353
1001,2022-11-02,2022,4,11,44,2,New Jersey,Paterson,7544,Male,Adult,1,Listing Coordinator,676,1,1,1,1,127,15,Poor,Rental,2,0,178262.0,44135.0,4.4,37912.0,20,1199
1002,2021-09-20,2021,3,9,38,20,Arizona,Phoenix,85077,Male,Middle Aged,4,Leasing Consultant,4791,6,6,3,2,477,54,Average,Sale,2,5137,20497.0,72993.0,3.4,5446.0,108,138
1003,2022-01-08,2022,1,1,2,8,Virginia,Springfield,22156,Male,Senior,1,Leasing Consultant,2416,4,4,2,1,4,13,Excellent,Rental,1,249,365747.0,18360.0,4.2,7108.0,40,944
1004,2023-08-10,2023,3,8,32,10,West Virginia,Charleston,25362,Male,Senior,5,Broker Associate,989,1,1,1,1,192,60,Average,Sale,3,0,72449.0,31212.0,5.279297937260517,34362.0,47,286
1005,2022-01-02,2022,1,1,1,2,Alaska,Fairbanks,99790,Female,Senior,5,Broker Associate,4092,5,5,2,2,604,11,Average,Sale,0,6979,612120.0,19274.0,4.7,46161.0,0,625
1006,2021-06-04,2021,2,6,23,4,Florida,Seminole,34642,Female,Middle Aged,2,Listing Coordinator,2993,4,4,2,1,178,71,Average,Sale,1,7729,889771.0,34416.0,4.0,3789.0,79,679
1007,2022-08-16,2022,3,8,33,16,Minnesota,Maple Plain,55572,Male,Adult,5,Property Manager,3063,4,4,2,2,605,37,Average,Rental,1,1466,168352.0,49877.0,5.2,42868.0,114,0
1008,2022-08-16,2022,3,8,33,16,Minnesota,Saint Paul,55108,Male,Middle Aged,5,Property Manager,997,1,1,1,1,77,70,Average,Sale,2,10053,950664.0,37006.0,4.9,44491.0,6,1300
1009,2023-09-16,2023,3,9,37,16,New York,White Plains,10633,Female,Senior,3,Property Manager,3909,5,5,2,2,713,47,Average,Rental,0,1378,465665.0,48225.0,3.1,27413.0,0,1663
1010,2021-04-27,2021,2,4,17,27,California,Chula Vista,91913,Male,Adult,3,Property Manager,3795,5,5,2,2,627,66,Poor,Rental,0,3455,942687.0,66821.0,4.6,18660.0,0,0
1011,2023-08-05,2023,3,8,31,5,Arizona,Prescott,86305,Male,Middle Aged,2,Listing Coordinator,2841,4,4,2,1,415,22,Poor,Rental,0,11649,421684.0,43459.0,75.65751627971191,32880.0,0,161
1012,2023-09-26,2023,3,9,39,26,Georgia,Columbus,31998,Male,Middle Aged,5,Property Manager,581,1,1,1,1,0,72,Poor,Rental,2,723,347752.0,43161.0,3.6,5997.0,33,231
1013,2022-09-14,2022,3,9,37,14,South Carolina,Beaufort,29905,Female,Adult,2,Property Manager,2067,3,3,2,1,214,57,Excellent,Sale,1,1143,548190.0,30926.0,3.9,42430.0,10,103
